id,book_id,isbn,authors,original_publication_year,title
6058,1876770,,Andrzej Sapkowski,1996,"Chrzest ognia (Saga o Wiedźminie, #5)"
6059,6266907,316070629,"James Patterson, Richard DiLallo",2009,"Alex Cross's Trial (Alex Cross, #15)"
6060,2118114,385524382,"Ori Brafman, Rom Brafman",2008,Sway: The Irresistible Pull of Irrational Behavior
6061,423156,27436292,"Marguerite Henry, Wesley Dennis",1948,King of the Wind: The Story of the Godolphin Arabian
6062,18774981,1451636016,Sam Harris,2014,Waking Up: A Guide to Spirituality Without Religion
6063,43037,192835149,Jack London,1906,"The Call of the Wild, White Fang and Other Stories"
6064,95784,140277447,Iris Chang,1997,The Rape of Nanking
6065,4005310,670020532,Jerry A. Coyne,2008,Why Evolution Is True
6066,1627,743271327,Annie Proulx,1997,Brokeback Mountain
6067,73080,380782340,Susan Elizabeth Phillips,1997,"Nobody's Baby But Mine (Chicago Stars, #3)"
6068,17934416,1250010098,Lisa Scottoline,2014,Keep Quiet
6069,78985,033041335X,Jeffrey Archer,2002,Sons of Fortune
6070,48318,374266514,"Jostein Gaarder, Sarah Jane Hails",1990,The Solitaire Mystery: A Novel About Family and Destiny
6071,15843166,762447699,Jen Sincero,2013,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life
6072,6104943,755328175,Jill Mansell,2009,Rumour Has It
6073,32429,425208435,Dean Koontz,1993,Dragon Tears
6074,7937744,316123404,Iain M. Banks,2010,Surface Detail (Culture #9)
6075,7785207,,Nicky Charles,2010,"The Mating  (Law of the Lycans, #2)"
6076,330947,440240948,Conn Iggulden,2002,"The Gates of Rome (Emperor, #1)"
6077,20299683,1607069458,"Kurtis J. Wiebe, Roc Upchurch",2014,"Rat Queens, Vol. 1: Sass & Sorcery"
6078,81903,425173747,Agatha Christie,1975,"Curtain (Hercule Poirot, #39)"
6079,77161,1594480036,Lian Hearn,2003,"Grass for His Pillow (Tales of the Otori, #2)"
6080,2798094,345495934,Laurell K. Hamilton,2008,"Swallowing Darkness (Merry Gentry, #7)"
6081,21420473,,Laurelin Paige,2014,"The Fixed Trilogy (Fixed, #1-3)"
6082,18774020,316250813,Edan Lepucki,2014,California
6083,116295,552144312,"Stephen Briggs, Terry Pratchett",1992,Guards! Guards!: The Play
6084,197512,786818697,Mo Willems,2004,The Pigeon Finds a Hot Dog!
6085,25131600,080417766X,Chuck Wendig,2015,"Aftermath (Star Wars: Aftermath, #1)"
6086,263148,60776250,Ellen Schreiber,2006,"Vampireville (Vampire Kisses, #3)"
6087,16349,7120699,Agatha Christie,1938,"Hercule Poirot's Christmas (Hercule Poirot, #20)"
6088,15808287,525953612,Jennifer Chiaverini,2013,Mrs. Lincoln's Dressmaker
6089,545425,9953320993,Safiy al-Rahman al-Mubarakfuri,1979,الرحيق المختوم
6090,12547098,307460207,Sarah McCoy,2012,The Baker's Daughter
6091,21849362,,J.R. Ward,2015,"The Shadows (Black Dagger Brotherhood, #13)"
6092,920143,823404706,"Trina Schart Hyman, Johann Grimm, Wilhelm Grimm",1983,Little Red Riding Hood
6093,153865,439995442,Dav Pilkey,1999,"Captain Underpants and the Attack of the Talking Toilets (Captain Underpants, #2)"
6094,12204857,857203312,"Martin Pistorius, Megan Lloyd Davies",2011,Ghost Boy
6095,18077875,804137382,Greg McKeown,2014,Essentialism: The Disciplined Pursuit of Less
6096,16188,743249291,Philippa Gregory,1987,"Wideacre  (The Wideacre Trilogy, #1)"
6097,6670,141311290,"Roald Dahl, Quentin Blake",1966,The Magic Finger (Young Puffin Developing Reader)
6098,15717721,,Lisa Renee Jones,2012,"If I Were You (Inside Out, #1)"
6099,16079228,,L.A. Fiore,2012,"Beautifully Damaged (Beautifully Damaged, #1)"
6100,16053316,,Samantha Towle,2013,"Wethering the Storm (The Storm, #2)"
6101,30658,872201929,"René Descartes, Donald A. Cress",1641,Meditations on First Philosophy
6102,17491,749748001,Enid Blyton,1939,"The Enchanted Wood (The Faraway Tree, #1)"
6103,17286162,,Sandi Lynn,2013,"Forever Black (Forever, #1)"
6104,16204,1592243002,Henry James,1878,Daisy Miller
6105,11866694,1401340873,Lauren Groff,2012,Arcadia
6106,57605,307444058,Dorothy Kunhardt,1940,Pat the Bunny
6107,25279165,345528697,Melanie Benjamin,2016,The Swans of Fifth Avenue
6108,229145,1591828783,"CLAMP, Maria Simpson",1996,"Cardcaptor Sakura, Vol. 1 (Cardcaptor Sakura, #1)"
6109,23217,60525126,Meg Cabot,2006,"Size 14 Is Not Fat Either (Heather Wells, #2)"
6110,12072362,61997188,Ree Drummond,2011,The Pioneer Woman Cooks: Food from My Frontier 
6111,12706435,,Shelly Crane,2011,"Defiance (Significance, #3)"
6112,232577,061808360X,Dian Fossey,1983,Gorillas in the Mist
6113,7663,451210638,"Jeffery Hudson, Michael Crichton",1968,A Case of Need
6114,16045140,805097457,Adelle Waldman,2013,The Love Affairs of Nathaniel P.
6115,16096873,,"P.C. Cast, Kristin Cast",2013,"Revealed (House of Night, #11)"
6116,28959148,,Matthew Norman,2016,We're All Damaged
6117,6115138,312374976,Linda Castillo,2009,"Sworn to Silence (Kate Burkholder, #1)"
6118,12119529,425256227,Ilona Andrews,2014,"Magic Breaks (Kate Daniels, #7)"
6119,79649,413771008,"Anton Chekhov, Michael Frayn",1895,The Seagull
6120,7717482,4103534257,"Haruki Murakami, 村上 春樹",2010,"1Q84 BOOK 3 (1Q84, #3)"
6121,93723,330418874,Meg Cabot,2004,"Boy Meets Girl (Boy, #2)"
6122,402015,60097477,Louise Rennison,2002,"Dancing in My Nuddy-Pants (Confessions of Georgia Nicolson, #4)"
6123,348,345413997,Robert A. Heinlein,1957,The Door Into Summer
6124,316445,316011274,Julie Anne Peters,2004,Luna
6125,14280,1400077915,Alice Munro,2004,Runaway
6126,886066,1841494186,Iain M. Banks,2008,"Matter (Culture, #8)"
6127,17825503,,Mia Sheridan,2013,Leo
6128,3103,393310329,E.M. Forster,1971,Maurice
6129,10402992,1441836314,"J.D. Robb, Susan Ericksen",2011,"New York to Dallas (In Death, #33)"
6130,52350,60080841,Ira Levin,1972,The Stepford Wives
6131,161156,671890913,Cornelius Ryan,1959,The Longest Day
6132,6426,60584033,Janet Evanovich,2006,Motor Mouth (Alex Barnaby #2)
6133,215541,743437349,D.J. MacHale,2003,"The Reality Bug (Pendragon, #4)"
6134,6528034,446195510,David Baldacci,2009,True Blue
6135,317504,553561189,"Raymond E. Feist, Janny Wurts",1992,"Mistress of the Empire (The Empire Trilogy, #3)"
6136,11410430,62117181,C.J. Redwine,2012,Defiance (Defiance #1)
6137,20706316,316376116,Elin Hilderbrand,2014,"Winter Street (Winter, #1)"
6138,233637,448095025,"Carolyn Keene, Mildred Benson",1930,The Hidden Staircase (Nancy Drew #2)
6139,369110,449205622,Taylor Caldwell,1972,Captains and the Kings
6140,13390528,62073125,Daniel Silva,2012,"The Fallen Angel (Gabriel Allon, #12)"
6141,1317181,185549664X,J.K. Rowling,2003,"Harry Potter and the Order of the Phoenix (Harry Potter, #5, Part 1)"
6142,97862,310247527,Karen Kingsbury,2003,"One Tuesday Morning (9/11, #1)"
6143,8935153,425241130,Laurell K. Hamilton,2011,"Hit List (Anita Blake, Vampire Hunter #20)"
6144,34508,413772195,"Stephen Briggs, Terry Pratchett",1995,Interesting Times: The Play
6145,29367958,,Mariana Zapata,2016,The Wall of Winnipeg and Me
6146,170632,1416516743,Mary Higgins Clark,1995,Let Me Call You Sweetheart
6147,487445,385341598,Joseph Wambaugh,1973,The Onion Field
6148,106128,743233492,Kathy Reichs,2006,"Break No Bones (Temperance Brennan, #9)"
6149,10865206,1583334386,Kelly McGonigal,2011,"The Willpower Instinct: How Self-Control Works, Why It Matters, and What You Can Do to Get More of It"
6150,279561,345457714,Richard K. Morgan,2003,"Broken Angels (Takeshi Kovacs, #2)"
6151,21720,038533947X,Karin Slaughter,2007,"Beyond Reach (Grant County, #6)"
6152,9647532,765328542,John Scalzi,2011,Fuzzy Nation
6153,643974,449221512,Sue Grafton,1992,"I is for Innocent (Kinsey Millhone, #9)"
6154,5809,2020418770,Thomas Pynchon,1963,V.
6155,989313,1593080212,"Joseph Conrad, A. Michael Matin",1899,Heart of Darkness and Selected Short Fiction
6156,472025,671203231,"Bertrand Russell, Paul  Edwards",1927,Why I Am Not a Christian and Other Essays on Religion and Related Subjects
6157,23422,375725342,Alain de Botton,2002,The Art of Travel
6158,608216,7162499,Paullina Simons,2006,"The Summer Garden (The Bronze Horseman, #3)"
6159,25066591,316407135,James Patterson,2015,"Cross Justice (Alex Cross, #23)"
6160,326272,9645571766,"Heinrich Böll, محمد اسماعیل‌زاده",1963,عقاید یک دلقک
6161,18209468,812995201,Laura McHugh,2014,The Weight of Blood
6162,110396,60531231,Julia Quinn,2004,"When He was Wicked (Bridgertons, #6)"
6163,10852027,399157867,Sue Grafton,2011,"V is for Vengeance (Kinsey Millhone, #22)"
6164,303460,689839057,Margaret Peterson Haddix,2002,"Among the Betrayed (Shadow Children, #3)"
6165,22322,399154302,William Gibson,2007,"Spook Country (Blue Ant, #2)"
6166,534289,069109750X,"Anonymous, Richard Wilhelm, Cary F. Baynes, C.G. Jung",-750,The I Ching or Book of Changes
6167,153492,1419151126,John Buchan,1915,"The 39 Steps (Richard Hannay, #1)"
6168,10252302,307267679,Joan Didion,2011,Blue Nights
6169,48484,765312182,Peter Watts,2006,"Blindsight (Firefall, #1)"
6170,17674991,052595421X,Nick Offerman,2013,Paddle Your Own Canoe: One Man's Fundamentals for Delicious Living
6171,7619398,1401228305,"Scott Snyder, Stephen King, Rafael Albuquerque",2010,"American Vampire, Vol. 1"
6172,3080212,399155279,John Sandford,2008,"Heat Lightning (Virgil Flowers, #2)"
6173,16619,140447601,"Alexis de Tocqueville, Isaac Kramnick, Gerald Bevan",1835,Democracy in America 
6174,43932,440220459,Harlan Coben,1996,Drop Shot (Myron Bolitar #2)
6175,8951,316016659,Darren Shan,2002,"The Lake of Souls (Cirque Du Freak, #10)"
6176,16081754,,A. Meredith Walters,2012,"Find You in the Dark (Find You in the Dark, #1)"
6177,4313522,399155430,Erica Bauermeister,2009,The School of Essential Ingredients
6178,13281637,1466266732,Amy A. Bartol,2011,"Intuition (The Premonition, #2)"
6179,3276012,7271212,Bernard Cornwell,2008,Azincourt
6180,30512,2264022442,Roddy Doyle,1993,Paddy Clarke Ha Ha Ha
6181,77699,449911594,Anne Tyler,1982,Dinner at the Homesick Restaurant
6182,787660,671729446,V.C. Andrews,1985,"Heaven (Casteel, #1)"
6183,47881,439545307,Jenny Nimmo,2006,"Charlie Bone and the Hidden King (The Children of the Red King, #5)"
6184,18825,99461889,Martin Amis,1984,Money
6185,216131,743484207,John Sandford,1998,"Secret Prey (Lucas Davenport, #9)"
6186,34871,1600100295,"Chris Ryall, Gabriel Rodríguez, Clive Barker",1989,The Complete Clive Barker's The Great And Secret Show
6187,754713,755334434,Arthur Conan Doyle,1917,His Last Bow: 8 Stories
6188,761575,553580272,"Brian Herbert, Kevin J. Anderson",1999,House Atreides (Prelude to Dune #1)
6189,244572,000710653X,Diana Wynne Jones,1977,"Charmed Life (Chrestomanci, #1)"
6190,229432,140436111,Charles Dickens,1837,The Pickwick Papers
6191,2615008,307377040,Joseph O'Neill,2008,Netherland
6192,75020,345460065,Steve Berry,2004,The Romanov Prophecy
6193,6660747,446556823,Larissa Ione,2010,Ecstasy Unveiled (Demonica #4)
6194,1096390,374280967,Alan Bennett,2007,The Uncommon Reader
6195,22911,805210644,"Franz Kafka, بهرام مقدادی",1927,Amerika
6196,831829,971977550,"Steve Niles, Ben Templesmith",2001,"30 Days of Night, Vol. 1"
6197,197459,60827696,Erin Hunter,2006,"Sunset (Warriors: The New Prophecy, #6)"
6198,9666241,,"يوسف زيدان, Youssef Ziedan",2010,النبطي
6199,11045709,1565126297,Hillary Jordan,2011,When She Woke
6200,300226,446321214,Sidney Sheldon,1970,The Naked Face
6201,93726,60096152,Meg Cabot,2006,"Princess in Training (The Princess Diaries, #6)"
6202,1566053,306816083,"Christopher Hitchens, Titus Lucretius Carus, Omar Khayyám, Thomas Hobbes, Baruch Spinoza, David Hume, James Boswell, Percy Bysshe Shelley, George Eliot, Charles Darwin, Leslie Stephen, Anatole France, Mark Twain, Joseph Conrad, Thomas Hardy, Emma Goldman, H.P. Lovecraft, Carl Van Doren, H.L. Mencken, Sigmund Freud, Albert Einstein, George Orwell, John Betjeman, Chapman Cohen, Bertrand Russell, Philip Larkin, Martin Gardner, Carl Sagan, John Updike, John Leslie Mackie, Michael Shermer, A.J. Ayer, Daniel C. Dennett, Charles Templeton, Richard Dawkins, Victor J. Stenger, Elizabeth S.  Anderson, Penn Jillette, Ian McEwan, Steven Weinberg, Salman Rushdie, Ibn Warraq, Sam Harris, A.C. Grayling, Ayaan Hirsi Ali, John Stuart Mill, Karl Marx",2007,The Portable Atheist: Essential Readings for the Nonbeliever
6203,7715664,446556815,Larissa Ione,2010,Sin Undone (Demonica #5)
6204,10238,1570625190,Fritjof Capra,1975,The Tao of Physics: An Exploration of the Parallels between Modern Physics and Eastern Mysticism
6205,16114861,,Madeline Sheehan,2013,"Unbeautifully (Undeniable, #2)"
6206,26158341,,Kathryn Croft,2015,The Girl With No Past
6207,18077752,374104115,Jeff VanderMeer,2014,"Acceptance (Southern Reach, #3)"
6208,12958487,,Kristen Ashley,2011,"Lady Luck (Colorado Mountain, #3)"
6209,6609714,545140315,Elizabeth Eulberg,2010,"The Lonely Hearts Club (The Lonely Hearts Club, #1)"
6210,107776,074347418X,Julie Garwood,1999,"Ransom (Highlands' Lairds, #2)"
6211,16316,7120818,Agatha Christie,1927,"The Big Four (Hercule Poirot, #5)"
6212,16424,7119305,Agatha Christie,1932,"Peril at End House (Hercule Poirot, #8)"
6213,23346719,857522817,Renée Knight,2015,Disclaimer
6214,15743078,62240080,Veronica Roth,2012,"The Divergent Series 2-Book Collection (Divergent, #1-2)"
6215,10314376,547577532,"Umberto Eco, Richard Dixon",2010,The Prague Cemetery
6216,7176578,1400069262,Yann Martel,2010,Beatrice and Virgil
6217,885744,1569319022,Hiroyuki Takei,1998,"Shaman King, Vol. 1: A Shaman in Tokyo"
6218,187049,765341840,Robert Jordan,1990,"From the Two Rivers: The Eye of the World, Part 1 (Wheel of time, #1-1)"
6219,33426,192861891,Michio Kaku,1994,Hyperspace
6220,835623,393318486,Steven Pinker,1997,How the Mind Works
6221,17925397,,Bella Forrest,2013,"A Castle of Sand (A Shade of Vampire, #3)"
6222,8139321,310266289,Karen Kingsbury,2011,"Leaving (Bailey Flanigan, #1)"
6223,3763,142003239,Ian Fleming,1954,"Live and Let Die (James Bond, #2)"
6224,11873368,545425123,Kate Egan,2012,The World of the Hunger Games (Hunger Games Trilogy)
6225,584637,087220605X,"John Stuart Mill, George Sher",1861,Utilitarianism
6226,11861815,1442444924,Andrew  Smith,2013,"Winger (Winger, #1)"
6227,25142924,62294415,Mitch Albom,2012,The Magic Strings of Frankie Presto
6228,23157777,553392921,Robin Hobb,2015,"Fool's Quest  (The Fitz and The Fool, #2)"
6229,127515,684852586,Jack Finney,1955,Invasion of the Body Snatchers
6230,824508,380732238,Melvin Burgess,1996,Smack
6231,22381892,,"Bill O'Reilly, Martin Dugard",2014,Killing Patton: The Strange Death of World War II's Most Audacious General
6232,8686068,312375069,"Keigo Higashino, Alexander O. Smith",2005,The Devotion of Suspect X
6233,227778,807218987,Jenny Nimmo,2003,"Charlie Bone and the Time Twister (The Children of the Red King, #2)"
6234,23965,8433972618,Irvine Welsh,2005,Porno
6235,106129,439545269,Jenny Nimmo,2004,"Charlie Bone and the Invisible Boy (The Children of the Red King, #3)"
6236,13603717,,Hugh Howey,2012,"First Shift: Legacy (Shift, #1)"
6237,6455256,316036226,"James Patterson, Michael Ledwidge",2010,"Worst Case (Michael Bennett, #3)"
6238,93797,451209303,Daniel Silva,1996,The Unlikely Spy
6239,5111039,006128887X,Ellen Schreiber,2009,"Royal Blood (Vampire Kisses, #6)"
6240,15018,1571741038,Neale Donald Walsch,1996,"Conversations With God: An Uncommon Dialogue, Book 3"
6241,24728470,1101875100,Patti Smith,2015,M Train
6242,91440,60786469,Louise Erdrich,1984,Love Medicine
6243,7932146,446577898,Brad Meltzer,2011,"The Inner Circle (Culper Ring, #1)"
6244,669570,1599900572,Jessica Day George,2006,"Dragon Slippers (Dragon Slippers, #1)"
6245,26025989,399173595,Carrie Fisher,2016,The Princess Diarist
6246,8447255,593046358,Steven Erikson,2011,"The Crippled God (The Malazan Book of the Fallen, #10)"
6247,13545345,085707685X,Rachel Renée Russell,2012,"Tales from a Not-So-Graceful Ice Princess (Dork Diaries, #4)"
6248,7124095,1416979182,Lisa McMann,2010,"Gone (Wake, #3)"
6249,105703,1401203140,"Brian K. Vaughan, Niko Henrichon",2006,Pride of Baghdad
6250,23929479,2081354802,Michel Houellebecq,2015,Soumission
6251,1897,385488181,Jon Krakauer,1990,Eiger Dreams: Ventures Among Men and Mountains
6252,29397,345479718,Richard K. Morgan,2005,"Woken Furies (Takeshi Kovacs, #3)"
6253,24709327,9385152149,Amish Tripathi,2015,"Scion of Ikshvaku (RamChandra, #1)"
6254,7719355,316074152,Gail Carriger,2010,"Blameless (Parasol Protectorate, #3)"
6255,12499,738210072,Jenny McCarthy,2004,Belly Laughs: The Naked Truth About Pregnancy and Childbirth
6256,567704,61053716,Clive Barker,1991,Imajica
6257,53343,60891548,William Zinsser,1976,On Writing Well: The Classic Guide to Writing Nonfiction
6258,134353,60724277,Thomas A. Harris,1967,I'm OK - You're OK
6259,22026,345441702,Mario Puzo,1984,The Sicilian
6260,25776210,425256766,Patricia Briggs,2016,"Fire Touched (Mercy Thompson, #9)"
6261,34312,752876813,Maeve Binchy,1992,The Copper Beech
6262,1422926,307140210,"Jane Werner Watson, Corinne Malvern",1950,Frosty the Snow Man
6263,2696181,312370156,S.A. Bodeen,2008,"The Compound (The Compound, #1)"
6264,12663,749311614,James A. Michener,1980,The Covenant
6265,141828,2253140872,Boris Vian,1947,L'Écume des jours
6266,10637748,1442422017,Kimberly Derting,2011,"The Pledge (The Pledge, #1)"
6267,85491,515132187,Nora Roberts,2001,The Villa
6268,17729712,,Kimberly Lauren,2013,"Beautiful Broken Rules (Broken, #1)"
6269,180426,843956534,Christine Feehan,1999,"Dark Desire (Dark, #2)"
6270,13170596,62071076,Dan Wells,2013,"Fragments (Partials Sequence, #2)"
6271,10428803,62068520,Sarah MacLean,2012,"A Rogue by Any Other Name (The Rules of Scoundrels, #1)"
6272,92307,60638508,Martin Heidegger,1927,Being and Time
6273,4652,684822761,Ernest Hemingway,1925,In Our Time
6274,25078,60974990,Jonathan Kozol,1991,Savage Inequalities: Children in America's Schools
6275,6605625,014132502X,Charlie Higson,2009,"The Enemy (The Enemy, #1)"
6276,7201,312997116,Jeffrey Archer,1990,As the Crow Flies
6277,142540,684855631,Jeffery Deaver,2000,"The Empty Chair (Lincoln Rhyme, #3)"
6278,18869967,316252905,Daphne du Maurier,1935,Jamaica Inn
6279,428042,60531827,Kenneth Oppel,2004,"Airborn (Matt Cruse, #1)"
6280,219535,440167361,Thomas Tryon,1971,The Other
6281,24473465,,Daniel Silva,2015,"The English Spy (Gabriel Allon, #15)"
6282,10431447,006202468X,"Colin Meloy, Carson Ellis",2011,"Wildwood (Wildwood Chronicles, #1)"
6283,9957,99468387,Ian McEwan,1978,The Cement Garden
6284,28507,553561405,"Margaret Weis, Tracy Hickman",1992,"Serpent Mage (The Death Gate Cycle, #4)"
6285,74812,1416535071,Daniel Tammet,2006,Born on a Blue Day: Inside the Extraordinary Mind of an Autistic Savant
6286,17560674,,Rachel Van Dyken,2013,"The Bet (The Bet, #1)"
6287,8564644,61930059,Conor Grennan,2010,Little Princes: One Man's Promise to Bring Home the Lost Children of Nepal
6288,968403,1400066336,Kaui Hart Hemmings,2007,The Descendants
6289,29610595,,Colleen Hoover,2016,Too Late
6290,954303,345496205,"Natsumi Ando, Miyuki Kobayashi",2005,"Kitchen Princess, Vol. 01 (Kitchen Princess, #1)"
6291,79834,99416425,Irving Stone,1934,Lust for Life
